pidlink,sex,age
009290001,3.0,75.0
009290002,1.0,40.0
009290004,1.0,33.0
009294102,3.0,37.0
009294203,3.0,30.0
009300001,3.0,58.0
009300003,1.0,36.0
009300005,1.0,27.0
009301103,3.0,28.0
009304101,1.0,39.0
010030002,3.0,34.0
010030004,1.0,39.0
010050003,1.0,47.0
010050005,1.0,39.0
010050006,3.0,36.0
010050007,1.0,35.0
010052102,3.0,43.0
010052103,3.0,19.0
010052207,3.0,33.0
010053103,3.0,38.0
010053203,1.0,36.0
010060002,3.0,54.0
010060004,1.0,31.0
010060005,3.0,30.0
010060006,1.0,24.0
010060007,1.0,35.0
010060008,3.0,29.0
010064102,3.0,30.0
010065101,1.0,30.0
010070001,1.0,50.0
010070002,3.0,55.0
010070004,3.0,23.0
010070006,3.0,17.0
010070007,1.0,15.0
010080002,3.0,69.0
010080005,1.0,23.0
010085102,3.0,25.0
010100001,1.0,78.0
010100003,1.0,44.0
010100004,3.0,36.0
010100007,3.0,33.0
010103105,1.0,36.0
010105101,1.0,35.0
010105102,3.0,31.0
010120001,1.0,51.0
010120002,3.0,52.0
010120007,3.0,25.0
010120009,3.0,23.0
010125101,1.0,25.0
010140002,1.0,45.0
010140003,3.0,39.0
010140004,3.0,17.0
010142103,3.0,22.0
010150001,3.0,51.0
010150004,1.0,27.0
010150005,3.0,23.0
010150006,1.0,52.0
010150007,1.0,18.0
010160002,3.0,91.0
010160003,3.0,53.0
010170002,3.0,72.0
010170003,1.0,34.0
010170006,1.0,37.0
010170007,3.0,33.0
010174102,3.0,31.0
010180003,1.0,53.0
010180004,3.0,52.0
010180005,1.0,28.0
010180006,1.0,19.0
010180007,3.0,28.0
010200002,1.0,38.0
010200004,3.0,34.0
010210001,3.0,63.0
010210002,1.0,40.0
010210004,3.0,34.0
010210005,1.0,33.0
010210006,3.0,30.0
010210007,3.0,38.0
010210009,1.0,19.0
010210010,3.0,32.0
010213104,1.0,15.0
010214102,1.0,27.0
010220001,3.0,81.0
010220004,1.0,50.0
010220005,3.0,52.0
010220006,1.0,27.0
010220007,1.0,26.0
010220008,1.0,23.0
010240001,1.0,59.0
010240002,3.0,55.0
010240003,3.0,33.0
010240007,1.0,21.0
010245101,1.0,37.0
010250001,1.0,59.0
010250002,3.0,55.0
010250005,1.0,31.0
010251104,3.0,31.0
010260002,1.0,47.0
010260005,3.0,21.0
010260006,3.0,23.0
010260008,3.0,38.0
010260009,1.0,15.0
010260010,1.0,49.0
010260011,3.0,49.0
010260012,1.0,26.0
010260013,1.0,23.0
010260014,3.0,22.0
010260015,3.0,18.0
010260016,1.0,15.0
010260017,3.0,25.0
010265102,1.0,22.0
010265201,1.0,25.0
010270001,1.0,54.0
010270002,3.0,54.0
010270003,3.0,31.0
010270004,1.0,29.0
010270006,1.0,21.0
010270007,3.0,18.0
010270008,3.0,15.0
010270009,3.0,15.0
010270011,3.0,28.0
010275101,1.0,31.0
010280002,1.0,44.0
010280003,3.0,35.0
010290001,1.0,50.0
010290002,3.0,47.0
010290003,1.0,22.0
010290005,1.0,18.0
010290006,1.0,16.0
010300004,3.0,43.0
010300006,3.0,16.0
010300008,3.0,20.0
010410002,3.0,60.0
010410003,3.0,35.0
010410004,1.0,33.0
010410006,3.0,28.0
010414102,1.0,42.0
010415101,1.0,61.0
010415202,3.0,30.0
010420001,1.0,86.0
010420003,3.0,41.0
010420004,1.0,37.0
010430002,3.0,69.0
010430004,1.0,45.0
010430005,1.0,43.0
010430006,3.0,41.0
010430007,3.0,33.0
010430008,1.0,30.0
010430009,1.0,24.0
010433102,3.0,49.0
010433104,3.0,18.0
010433208,1.0,33.0
010434102,3.0,28.0
010434201,1.0,44.0
010434302,3.0,34.0
010440001,1.0,50.0
010440002,3.0,49.0
010440003,1.0,29.0
010440004,3.0,27.0
010440005,1.0,26.0
010440006,3.0,24.0
010440007,1.0,23.0
010440008,3.0,22.0
010440009,1.0,19.0
010440010,3.0,17.0
010440013,3.0,21.0
010444202,3.0,24.0
010445101,1.0,33.0
010450003,1.0,31.0
010450005,3.0,29.0
010460002,3.0,62.0
010460003,1.0,36.0
010460004,1.0,34.0
010460005,3.0,32.0
010460006,3.0,29.0
010460009,3.0,29.0
010462102,3.0,35.0
010464104,1.0,37.0
011010001,1.0,53.0
011010002,3.0,54.0
011010003,3.0,30.0
011010004,1.0,23.0
011010005,3.0,19.0
011014102,1.0,29.0
011020001,1.0,73.0
011020003,1.0,46.0
011023102,3.0,38.0
011030002,3.0,75.0
011030003,1.0,40.0
011034102,3.0,31.0
011040002,3.0,75.0
011040003,3.0,45.0
011040004,1.0,42.0
011040005,3.0,30.0
011040006,3.0,39.0
011043103,1.0,35.0
011044102,3.0,42.0
011050001,1.0,51.0
011050003,1.0,26.0
011050004,3.0,23.0
011050005,1.0,17.0
011060002,3.0,56.0
011060003,1.0,32.0
011060004,1.0,27.0
011060006,1.0,22.0
011064102,3.0,28.0
011070001,1.0,83.0
011070002,3.0,83.0
011080001,1.0,57.0
011080002,3.0,54.0
011090001,3.0,50.0
011090002,1.0,24.0
011090003,3.0,74.0
011090008,3.0,22.0
011100001,1.0,72.0
011100002,3.0,60.0
011100004,1.0,33.0
011100005,1.0,31.0
011100006,3.0,28.0
011105102,3.0,36.0
011110001,1.0,46.0
011110002,3.0,49.0
011110003,3.0,26.0
011110004,3.0,21.0
011110005,1.0,18.0
011110006,3.0,73.0
011115202,1.0,46.0
011120001,1.0,45.0
011120002,3.0,43.0
011120003,1.0,27.0
011120004,1.0,23.0
011120005,1.0,17.0
011125102,3.0,25.0
011130001,1.0,64.0
011130003,3.0,44.0
011130006,3.0,30.0
011134101,1.0,46.0
011135101,1.0,39.0
011140003,3.0,30.0
011140004,1.0,36.0
011140008,3.0,15.0
011150003,1.0,47.0
011150004,1.0,37.0
011150008,3.0,15.0
011150009,3.0,32.0
011151202,3.0,45.0
011151203,3.0,19.0
011160002,3.0,74.0
011160003,1.0,33.0
011160005,3.0,27.0
011170001,1.0,66.0
011170002,3.0,58.0
011170003,1.0,39.0
011170005,1.0,35.0
011170006,3.0,33.0
011170007,3.0,25.0
011173102,3.0,35.0
011173103,1.0,15.0
011174102,3.0,30.0
011174201,1.0,35.0
011190001,1.0,63.0
011190002,3.0,63.0
011190004,1.0,26.0
011200002,3.0,46.0
011200003,1.0,48.0
011210001,3.0,84.0
011210003,3.0,38.0
011210004,1.0,18.0
011210005,3.0,15.0
011210006,1.0,45.0
011220001,1.0,46.0
011220002,3.0,54.0
011230001,1.0,61.0
011230002,3.0,56.0
011230003,1.0,38.0
011230006,1.0,31.0
011230008,3.0,29.0
011234102,3.0,26.0
011240001,1.0,79.0
011240002,3.0,74.0
011240003,1.0,40.0
011240009,3.0,44.0
011240010,1.0,45.0
011245102,3.0,28.0
011250001,1.0,65.0
011250002,3.0,62.0
011250005,3.0,30.0
011254202,1.0,35.0
011260002,3.0,66.0
011260005,3.0,45.0
011260006,3.0,21.0
011260007,1.0,20.0
011260008,3.0,35.0
011263204,1.0,47.0
011265101,1.0,38.0
011270002,3.0,56.0
011270003,3.0,34.0
011270004,1.0,31.0
011270005,1.0,23.0
011270007,3.0,25.0
011274101,1.0,38.0
012010001,1.0,47.0
012010002,3.0,46.0
012010003,1.0,22.0
012010004,1.0,20.0
012010005,1.0,16.0
012010006,3.0,15.0
012020002,3.0,39.0
012020003,3.0,21.0
012020009,1.0,33.0
012030001,1.0,53.0
012030002,3.0,46.0
012030004,1.0,20.0
012030005,1.0,18.0
012040002,3.0,54.0
012040003,1.0,35.0
012040004,3.0,30.0
012040005,3.0,28.0
012040006,1.0,25.0
012040007,3.0,19.0
012044102,3.0,34.0
012044201,1.0,33.0
012044302,3.0,24.0
012045101,1.0,30.0
012050001,1.0,53.0
012050002,3.0,43.0
012050003,3.0,22.0
012050004,1.0,20.0
012050006,1.0,25.0
012060001,1.0,59.0
012060002,3.0,49.0
012060003,3.0,32.0
012060004,1.0,29.0
012060006,3.0,23.0
012063107,1.0,37.0
012065102,3.0,31.0
012070001,1.0,54.0
012070002,3.0,54.0
012070003,3.0,33.0
012070004,3.0,31.0
012070005,1.0,22.0
012070006,3.0,19.0
012074101,1.0,37.0
012074201,1.0,34.0
012090002,3.0,48.0
012090003,1.0,28.0
012090004,3.0,27.0
012090005,3.0,20.0
012090006,1.0,45.0
012095102,3.0,23.0
012095201,1.0,34.0
012110001,1.0,57.0
012110002,3.0,56.0
012110003,1.0,27.0
012110004,1.0,25.0
012110005,1.0,23.0
012120001,1.0,64.0
012120002,3.0,56.0
012120003,3.0,34.0
012120004,1.0,30.0
012124101,1.0,35.0
012125102,3.0,26.0
012130001,1.0,56.0
012130002,3.0,54.0
012130006,3.0,30.0
012130007,3.0,20.0
012130012,1.0,45.0
012135102,3.0,42.0
012135201,1.0,31.0
012140004,3.0,43.0
012140005,1.0,40.0
012140006,3.0,38.0
012140007,1.0,32.0
012140008,1.0,30.0
012140011,3.0,19.0
012140012,3.0,25.0
012143202,1.0,42.0
012143203,1.0,20.0
012143204,1.0,16.0
012143302,3.0,39.0
012143401,1.0,40.0
012145102,3.0,32.0
012145203,1.0,22.0
012150004,3.0,32.0
012150005,1.0,31.0
012150006,1.0,53.0
012150007,3.0,49.0
012150008,1.0,24.0
012160002,3.0,70.0
012160003,1.0,48.0
012160006,1.0,39.0
012160007,3.0,35.0
012160009,1.0,31.0
012160010,3.0,29.0
012160013,1.0,45.0
012160014,3.0,48.0
012165202,3.0,36.0
012165302,3.0,42.0
012165401,1.0,37.0
012170001,1.0,53.0
012170002,3.0,48.0
012170003,3.0,28.0
012170004,3.0,27.0
012170005,3.0,23.0
012170006,1.0,17.0
012175101,1.0,27.0
012180002,3.0,58.0
012180003,3.0,38.0
012180004,1.0,34.0
012180005,1.0,29.0
012180006,3.0,34.0
012180008,3.0,25.0
012183101,1.0,38.0
012190001,1.0,60.0
012190002,3.0,56.0
012190004,3.0,37.0
012190005,1.0,35.0
012190006,1.0,33.0
012190007,1.0,31.0
012190008,3.0,28.0
012190010,1.0,23.0
012190011,1.0,21.0
012190012,1.0,47.0
012193107,3.0,48.0
012194101,1.0,39.0
012195102,3.0,32.0
012195201,1.0,28.0
013010001,1.0,47.0
013010004,3.0,22.0
013010005,3.0,20.0
013010006,3.0,32.0
013015101,1.0,29.0
013015201,1.0,25.0
013020001,1.0,56.0
013020002,3.0,49.0
013020003,1.0,31.0
013020004,1.0,29.0
013020005,3.0,27.0
013020006,3.0,26.0
013024102,3.0,27.0
013025201,1.0,31.0
013040001,1.0,44.0
013040002,3.0,40.0
013040004,1.0,16.0
013050002,3.0,55.0
013050003,1.0,37.0
013050004,3.0,34.0
013050005,1.0,31.0
013050006,3.0,31.0
013053102,3.0,38.0
013053103,3.0,15.0
013054101,1.0,35.0
013060001,1.0,50.0
013060002,3.0,45.0
013060003,3.0,25.0
013060005,1.0,16.0
013065101,1.0,32.0
013070001,1.0,58.0
013070002,3.0,63.0
013070003,1.0,39.0
013070004,3.0,36.0
013070005,1.0,32.0
013070006,1.0,28.0
013070008,3.0,18.0
013070011,1.0,32.0
013075102,3.0,22.0
013080001,1.0,60.0
013080002,3.0,56.0
013080004,3.0,33.0
013080005,1.0,28.0
013080007,3.0,16.0
013080008,3.0,20.0
013084101,1.0,38.0
013090001,1.0,50.0
013090002,3.0,53.0
013090003,1.0,26.0
013090004,3.0,91.0
013090005,1.0,35.0
013090007,1.0,20.0
013094102,3.0,30.0
013095102,3.0,22.0
013100001,1.0,53.0
013100002,3.0,50.0
013100003,1.0,33.0
013100004,3.0,32.0
013100005,3.0,24.0
013104107,1.0,35.0
013105102,3.0,28.0
013105201,1.0,31.0
013110002,3.0,63.0
013110004,1.0,41.0
013110006,1.0,31.0
013110008,3.0,38.0
013110009,3.0,16.0
013115102,3.0,28.0
013120001,1.0,46.0
013120003,3.0,24.0
013120004,3.0,22.0
013120008,3.0,34.0
013125101,1.0,39.0
013125201,1.0,25.0
013130001,1.0,49.0
013130002,3.0,46.0
013130004,3.0,20.0
013130006,3.0,46.0
013140001,1.0,62.0
013140002,3.0,57.0
013140003,1.0,35.0
013140005,1.0,33.0
013140006,3.0,30.0
013140007,1.0,25.0
013140008,1.0,21.0
013140009,1.0,18.0
013144202,3.0,33.0
013145102,3.0,35.0
013145201,1.0,50.0
013145302,3.0,22.0
013150002,3.0,52.0
013150003,3.0,25.0
013150004,3.0,21.0
013150005,1.0,25.0
013160001,1.0,60.0
013160002,3.0,55.0
013160003,1.0,34.0
013160004,3.0,31.0
013164101,1.0,35.0
013165102,3.0,31.0
013170001,1.0,50.0
013170002,3.0,50.0
013170003,1.0,23.0
013170006,3.0,21.0
013190001,1.0,83.0
013190002,3.0,73.0
013190003,1.0,40.0
013190004,1.0,29.0
013194102,3.0,40.0
013195102,3.0,23.0
014010001,1.0,85.0
014010003,1.0,41.0
014010006,3.0,38.0
014024103,3.0,16.0
014030003,1.0,42.0
014030009,3.0,40.0
014040001,1.0,77.0
014040002,3.0,73.0
014040003,3.0,31.0
014080001,1.0,62.0
014080002,3.0,58.0
014080006,1.0,24.0
014100001,3.0,63.0
014100002,1.0,45.0
014100004,1.0,37.0
014100005,1.0,33.0
014100006,3.0,33.0
014100007,3.0,33.0
014100009,3.0,35.0
014105102,3.0,43.0
014110003,1.0,53.0
014110006,3.0,40.0
014110007,1.0,15.0
014120002,3.0,61.0
014120004,1.0,37.0
014120005,1.0,34.0
014120006,3.0,85.0
014130002,3.0,58.0
014130003,1.0,40.0
014130007,3.0,32.0
014130009,1.0,22.0
014135102,3.0,37.0
014140002,3.0,66.0
014140004,3.0,39.0
014140005,1.0,38.0
014140006,1.0,35.0
014140007,1.0,32.0
014140008,1.0,29.0
014144102,3.0,35.0
014144202,3.0,29.0
014145102,3.0,33.0
014150001,1.0,66.0
014150002,3.0,63.0
014160001,1.0,72.0
014160002,3.0,64.0
014160003,1.0,43.0
014180001,1.0,55.0
014180002,3.0,50.0
014180003,3.0,30.0
014180004,1.0,29.0
014180005,1.0,23.0
014180006,3.0,39.0
014180007,3.0,16.0
014183103,1.0,17.0
014185101,1.0,30.0
014190001,1.0,72.0
014190002,3.0,64.0
014190003,3.0,21.0
014190005,1.0,28.0
015030001,1.0,53.0
015030002,3.0,53.0
015030003,1.0,23.0
015030007,3.0,16.0
015040001,3.0,77.0
015040002,1.0,50.0
015040003,1.0,41.0
015040004,3.0,41.0
015040006,1.0,53.0
015040007,3.0,46.0
015040008,1.0,17.0
015040010,1.0,20.0
015043103,3.0,16.0
015043202,3.0,36.0
015050001,1.0,62.0
015050002,3.0,60.0
015050003,3.0,33.0
015050005,3.0,42.0
015054101,1.0,47.0
015055101,1.0,33.0
015060001,1.0,53.0
015060002,3.0,47.0
015060003,3.0,23.0
015060004,1.0,22.0
015060006,3.0,19.0
015070001,1.0,57.0
015070002,3.0,55.0
015070004,1.0,28.0
015070005,1.0,26.0
015070006,3.0,24.0
015070007,1.0,21.0
015070008,1.0,18.0
015070009,3.0,28.0
015080002,3.0,81.0
015080003,1.0,50.0
015080004,3.0,41.0
015080005,3.0,47.0
015080006,3.0,25.0
015080007,1.0,22.0
015080009,3.0,55.0
015080010,1.0,29.0
015080011,3.0,24.0
015080012,3.0,22.0
015080013,1.0,19.0
015080014,1.0,45.0
015080015,3.0,34.0
015083201,1.0,41.0
015085101,1.0,37.0
015090001,1.0,48.0
015090002,3.0,48.0
015090003,3.0,23.0
015090006,1.0,20.0
015090007,3.0,18.0
015100001,1.0,75.0
015100005,3.0,33.0
015100008,1.0,18.0
015100014,1.0,43.0
015104102,3.0,40.0
015110002,3.0,52.0
015110003,3.0,31.0
015110006,1.0,27.0
015110007,1.0,23.0
015114101,1.0,41.0
015140002,3.0,49.0
015140003,1.0,25.0
015140004,,
015140005,1.0,19.0
015140007,3.0,15.0
015140010,3.0,38.0
015150001,1.0,53.0
015150002,3.0,52.0
015150003,1.0,27.0
015150004,3.0,24.0
015155102,1.0,25.0
015160002,3.0,62.0
015160003,3.0,36.0
015160004,1.0,34.0
015160005,1.0,27.0
015160009,1.0,29.0
015160011,1.0,35.0
015164102,3.0,34.0
015170001,1.0,71.0
015170002,3.0,64.0
015170003,1.0,27.0
015170006,3.0,43.0
015174201,1.0,41.0
015180001,1.0,55.0
015180002,3.0,52.0
015180003,1.0,26.0
015180004,1.0,25.0
015180007,1.0,19.0
015180009,3.0,18.0
015190001,1.0,60.0
015190002,3.0,57.0
015190003,3.0,39.0
015190005,1.0,32.0
015190011,1.0,18.0
015193106,1.0,39.0
015193203,3.0,32.0
015200001,1.0,66.0
015200002,3.0,74.0
015200003,1.0,40.0
015200004,1.0,35.0
015200005,3.0,42.0
015201102,3.0,33.0
016010002,3.0,47.0
016010004,1.0,19.0
016010005,1.0,63.0
016012107,1.0,46.0
016020001,1.0,62.0
016020002,3.0,50.0
016020003,1.0,27.0
016020004,1.0,26.0
016020005,3.0,21.0
016020008,3.0,86.0
016020010,3.0,25.0
016025102,3.0,27.0
016030001,3.0,79.0
016030002,3.0,53.0
016040002,3.0,68.0
016040003,3.0,48.0
016040004,1.0,46.0
016040005,1.0,44.0
016040006,3.0,41.0
016040007,1.0,40.0
016040010,1.0,20.0
016040011,3.0,18.0
016040012,3.0,15.0
016040013,1.0,41.0
016043104,1.0,15.0
016044102,3.0,35.0
016050005,1.0,43.0
016050017,3.0,31.0
016070002,3.0,70.0
016070003,1.0,32.0
016074102,3.0,29.0
016120003,3.0,59.0
016120009,1.0,37.0
016120013,3.0,33.0
016130004,1.0,55.0
016130005,3.0,43.0
016130007,1.0,63.0
016130008,3.0,60.0
016130009,1.0,36.0
016130010,1.0,34.0
016130011,3.0,30.0
016130013,1.0,58.0
016130014,3.0,39.0
016130015,1.0,15.0
016130016,1.0,15.0
016130018,3.0,21.0
016130019,1.0,18.0
016130021,1.0,36.0
016132102,3.0,42.0
016132207,3.0,33.0
016135102,3.0,32.0
016135201,1.0,37.0
016140003,3.0,48.0
016140005,1.0,44.0
016143102,3.0,46.0
016150004,3.0,51.0
016150006,1.0,15.0
016160001,3.0,58.0
016160002,3.0,56.0
016160003,3.0,53.0
016160004,3.0,38.0
016160006,3.0,31.0
016160007,3.0,29.0
016160008,1.0,48.0
016160011,1.0,65.0
016164103,3.0,16.0
016164201,1.0,34.0
016165101,1.0,32.0
016170002,1.0,52.0
016170003,3.0,47.0
016170004,1.0,20.0
016170005,3.0,19.0
016180001,1.0,60.0
016180002,3.0,58.0
016180004,3.0,32.0
016180005,1.0,30.0
016185102,1.0,35.0
016190002,3.0,53.0
016190004,1.0,45.0
016190005,1.0,43.0
016190008,3.0,33.0
016200001,3.0,80.0
016200003,1.0,48.0
016200004,3.0,53.0
016410001,1.0,72.0
016410002,3.0,73.0
016410005,3.0,36.0
016410008,1.0,38.0
016410009,3.0,19.0
017030001,1.0,55.0
017030002,3.0,58.0
017030005,3.0,23.0
017040001,3.0,75.0
017040005,1.0,37.0
017040007,3.0,46.0
017040008,1.0,52.0
017040009,1.0,26.0
017040010,1.0,21.0
017040011,3.0,20.0
017043202,3.0,35.0
017050001,1.0,56.0
017050002,3.0,55.0
017050003,3.0,31.0
017050004,3.0,31.0
017050005,1.0,21.0
017050006,3.0,19.0
017050007,3.0,66.0
017055101,1.0,29.0
017060001,1.0,72.0
017060002,3.0,61.0
017060003,1.0,38.0
017064102,3.0,37.0
017070002,3.0,63.0
017070003,3.0,35.0
017070004,1.0,38.0
017070005,3.0,32.0
017070006,1.0,28.0
017070007,3.0,40.0
017073206,1.0,40.0
017073208,3.0,16.0
017075101,1.0,33.0
017080001,1.0,69.0
017080002,3.0,66.0
017080003,1.0,40.0
017080004,1.0,38.0
017080005,1.0,35.0
017080006,1.0,31.0
017080007,3.0,38.0
017080008,1.0,18.0
017080009,1.0,15.0
017084102,3.0,32.0
017084204,3.0,30.0
017084302,3.0,27.0
017090002,3.0,54.0
017090003,3.0,31.0
017090004,3.0,31.0
017090005,3.0,26.0
017090006,3.0,24.0
017090008,1.0,44.0
017095201,1.0,36.0
017100001,1.0,64.0
017100002,3.0,59.0
017100003,3.0,37.0
017100004,1.0,24.0
017100005,1.0,22.0
017100008,1.0,39.0
017100009,3.0,31.0
017120001,1.0,52.0
017120002,3.0,50.0
017120003,3.0,30.0
017120004,1.0,29.0
017120005,1.0,25.0
017120006,1.0,19.0
017120007,3.0,18.0
017124101,1.0,34.0
017124202,3.0,31.0
017125102,3.0,26.0
017125202,1.0,24.0
017130002,3.0,72.0
017130003,1.0,47.0
017130004,1.0,44.0
017130005,3.0,38.0
017130006,1.0,35.0
017130007,3.0,44.0
017130008,1.0,22.0
017130009,1.0,42.0
017130011,1.0,47.0
017132104,3.0,18.0
017132105,1.0,15.0
017132108,3.0,25.0
017134102,3.0,38.0
017134103,1.0,18.0
017134202,3.0,35.0
017134302,3.0,38.0
017160002,3.0,66.0
017160004,1.0,42.0
017160005,3.0,39.0
017160006,3.0,36.0
017160007,1.0,33.0
017160009,1.0,29.0
017160010,1.0,26.0
017160012,3.0,25.0
017160013,3.0,24.0
017160015,3.0,19.0
017160016,1.0,15.0
017164102,3.0,41.0
017164103,1.0,19.0
017164104,1.0,17.0
017164202,3.0,28.0
017165102,1.0,36.0
017165202,3.0,30.0
017165401,1.0,26.0
017165501,1.0,29.0
017170003,3.0,44.0
017170004,1.0,42.0
017170005,3.0,37.0
017170006,1.0,36.0
017170007,1.0,30.0
017170008,3.0,25.0
017170009,3.0,37.0
017170010,3.0,16.0
017173101,1.0,44.0
017173103,1.0,17.0
017173104,1.0,16.0
017174202,3.0,37.0
017175201,1.0,26.0
017180001,1.0,59.0
017180003,3.0,35.0
017180004,3.0,34.0
017180006,3.0,31.0
017180007,3.0,29.0
017180011,1.0,38.0
017184101,1.0,36.0
017184207,1.0,29.0
017184301,1.0,31.0
017190001,1.0,65.0
017190003,3.0,40.0
017190004,3.0,37.0
017190005,1.0,33.0
017190006,1.0,41.0
017194101,1.0,45.0
017194103,3.0,19.0
017194104,1.0,16.0
017194302,3.0,29.0
017200001,1.0,55.0
017200002,3.0,51.0
017200003,1.0,32.0
017200004,3.0,30.0
017205102,3.0,31.0
017205201,1.0,30.0
018020001,1.0,62.0
018020002,3.0,59.0
018020004,3.0,32.0
018020005,1.0,28.0
018020007,3.0,24.0
018020008,3.0,21.0
018020010,3.0,18.0
018020012,1.0,25.0
018025101,1.0,37.0
018025201,1.0,27.0
018025301,1.0,30.0
018030002,3.0,44.0
018030003,3.0,36.0
018030004,3.0,33.0
018030005,3.0,30.0
018030006,1.0,54.0
018030007,1.0,38.0
018030010,1.0,33.0
018031103,3.0,20.0
018035202,1.0,32.0
018040002,3.0,59.0
018040003,1.0,44.0
018040006,3.0,35.0
018040007,1.0,31.0
018040008,1.0,19.0
018043102,3.0,37.0
018043103,3.0,18.0
018043104,1.0,16.0
018043204,1.0,31.0
018050004,1.0,39.0
018053104,3.0,31.0
018060001,3.0,59.0
018060002,3.0,30.0
018060003,1.0,24.0
018060004,3.0,22.0
018060005,3.0,37.0
018060006,3.0,33.0
018060007,1.0,59.0
018060008,1.0,19.0
018060009,3.0,67.0
018063101,1.0,47.0
018063103,3.0,15.0
018065101,1.0,30.0
018070001,3.0,53.0
018070003,1.0,55.0
018070005,3.0,31.0
018070007,1.0,33.0
018080001,1.0,53.0
018080002,3.0,55.0
018080003,1.0,22.0
018080004,3.0,15.0
018090001,1.0,50.0
018090002,3.0,44.0
018090007,3.0,52.0
018090008,3.0,38.0
018090009,3.0,21.0
018090010,3.0,79.0
018091101,1.0,46.0
018091104,1.0,17.0
018093103,1.0,27.0
018093104,1.0,24.0
018095102,3.0,25.0
018095103,1.0,23.0
018100001,1.0,50.0
018100002,3.0,46.0
018110001,1.0,55.0
018110002,3.0,51.0
018110003,1.0,29.0
018110004,1.0,20.0
018110007,3.0,21.0
018120004,1.0,48.0
018120005,1.0,20.0
018120006,1.0,16.0
018120007,3.0,15.0
018130001,1.0,46.0
018130002,3.0,44.0
018140002,3.0,58.0
018140003,1.0,31.0
018140004,3.0,29.0
018144102,3.0,31.0
018144201,1.0,31.0
018150001,1.0,54.0
018150002,3.0,49.0
018150003,3.0,30.0
018150004,1.0,23.0
018150005,3.0,19.0
018150006,1.0,15.0
018154101,1.0,44.0
018160002,3.0,68.0
018160003,3.0,37.0
018160004,3.0,35.0
018160005,3.0,30.0
018160007,1.0,40.0
018160008,1.0,16.0
018160011,1.0,31.0
018163102,1.0,34.0
018170001,1.0,62.0
018170002,3.0,55.0
018170004,3.0,30.0
018170005,1.0,29.0
018175102,3.0,54.0
018175103,3.0,36.0
018175104,3.0,36.0
018180006,1.0,57.0
018180007,3.0,54.0
018180008,3.0,30.0
018180012,1.0,32.0
018190001,3.0,69.0
018190002,3.0,32.0
018190005,1.0,67.0
018190008,1.0,42.0
018200001,1.0,46.0
018200002,3.0,48.0
019040001,1.0,72.0
019040002,3.0,62.0
019040004,1.0,35.0
019080003,1.0,47.0
019080006,1.0,27.0
019080008,3.0,32.0
019080010,3.0,25.0
019083102,3.0,38.0
019083103,1.0,19.0
019084102,3.0,57.0
019084201,1.0,40.0
019090002,3.0,54.0
019090003,3.0,35.0
019090004,1.0,32.0
019093103,1.0,36.0
019095102,3.0,32.0
019100003,1.0,47.0
019100004,3.0,48.0
019100006,3.0,29.0
019100011,1.0,44.0
019100016,1.0,39.0
019101103,3.0,20.0
019101104,3.0,19.0
019103102,3.0,53.0
019103103,3.0,20.0
019110001,1.0,48.0
019110004,3.0,79.0
019110009,1.0,26.0
019120002,1.0,51.0
019120003,1.0,47.0
019120012,3.0,40.0
019120013,1.0,44.0
019200001,1.0,64.0
019200002,3.0,61.0
019200004,3.0,36.0
019200007,1.0,23.0
020010001,1.0,75.0
020010002,3.0,57.0
020010003,3.0,22.0
020020001,3.0,49.0
020030002,1.0,41.0
020030004,1.0,32.0
020030007,1.0,30.0
020030008,3.0,28.0
020031106,3.0,42.0
020050004,1.0,41.0
020050005,1.0,34.0
020050006,3.0,35.0
020055102,3.0,33.0
020060006,3.0,37.0
020060010,1.0,18.0
020063101,1.0,39.0
020063103,1.0,15.0
020080005,1.0,36.0
020080006,3.0,36.0
020090001,1.0,51.0
020090004,3.0,71.0
020100002,3.0,66.0
020100003,1.0,49.0
020100004,3.0,45.0
020100005,1.0,39.0
020103102,3.0,46.0
020103103,3.0,17.0
020103104,3.0,17.0
020103201,1.0,46.0
020103203,3.0,19.0
020103204,3.0,15.0
020110001,1.0,66.0
020110004,3.0,36.0
020110005,3.0,34.0
020115101,1.0,45.0
020115201,1.0,34.0
020120001,3.0,74.0
020120002,3.0,47.0
020130002,3.0,41.0
020130003,3.0,22.0
020130004,3.0,20.0
020130006,1.0,15.0
020140001,3.0,57.0
020140002,1.0,22.0
020150006,3.0,40.0
020150008,1.0,22.0
020150009,3.0,19.0
020153101,1.0,43.0
020153103,3.0,17.0
020153104,1.0,15.0
020170001,1.0,54.0
020170002,3.0,49.0
020170003,1.0,29.0
020170004,3.0,27.0
020170005,1.0,21.0
020170006,3.0,19.0
020175102,1.0,27.0
020180001,3.0,53.0
020180002,3.0,31.0
020180003,1.0,27.0
020180006,1.0,20.0
020184101,1.0,38.0
020190004,3.0,34.0
020190007,3.0,45.0
020190008,1.0,44.0
020190009,3.0,43.0
020190010,1.0,18.0
020194101,1.0,37.0
020195101,1.0,47.0
020195103,3.0,15.0
020200006,1.0,40.0
020200007,3.0,41.0
020200008,1.0,16.0
021010001,1.0,77.0
021010002,3.0,74.0
021010003,3.0,37.0
021010008,1.0,43.0
021030003,1.0,45.0
021030004,3.0,42.0
021030006,3.0,16.0
021040002,3.0,71.0
021040003,1.0,44.0
021040004,3.0,42.0
021050002,3.0,76.0
021050003,3.0,49.0
021050004,3.0,47.0
