pidlink,sex,age
178190002,3.0,57.0
178190004,1.0,25.0
178200001,1.0,46.0
178200002,3.0,39.0
178200003,3.0,21.0
178203104,3.0,15.0
178205002,1.0,26.0
178220001,1.0,93.0
178220004,3.0,55.0
178220005,1.0,31.0
178220006,3.0,27.0
178230001,1.0,48.0
178230002,3.0,44.0
178230003,3.0,25.0
178230004,3.0,22.0
178230006,3.0,15.0
178240002,3.0,61.0
178240003,3.0,32.0
178244101,1.0,43.0
178250001,1.0,55.0
178250002,3.0,47.0
178250003,3.0,30.0
178250004,1.0,26.0
178250005,1.0,20.0
178250006,1.0,22.0
178254101,1.0,35.0
178255102,3.0,22.0
178260001,1.0,64.0
178260002,3.0,56.0
178260003,1.0,38.0
178260004,3.0,36.0
178260005,1.0,36.0
178264102,3.0,32.0
178270002,3.0,55.0
178270003,3.0,35.0
178270004,3.0,32.0
178270005,1.0,29.0
178270006,3.0,27.0
178270007,3.0,24.0
178270008,1.0,45.0
178270012,1.0,41.0
178275101,1.0,46.0
178275202,1.0,32.0
178280001,1.0,72.0
178280002,3.0,67.0
178280003,3.0,39.0
178280004,1.0,37.0
178280005,3.0,34.0
178280006,3.0,32.0
178280007,3.0,31.0
178283101,1.0,36.0
178284101,1.0,41.0
178284103,1.0,19.0
178284104,3.0,15.0
178290001,3.0,72.0
178290002,3.0,32.0
178300002,3.0,59.0
178300003,3.0,38.0
178300004,3.0,36.0
178304101,1.0,40.0
179010001,1.0,71.0
179010002,3.0,61.0
179010004,3.0,37.0
179010005,3.0,33.0
179013101,1.0,38.0
179015102,1.0,40.0
179015103,1.0,15.0
179020003,3.0,45.0
179020005,1.0,21.0
179020006,1.0,18.0
179020007,3.0,15.0
179020008,1.0,55.0
179030001,1.0,69.0
179030003,3.0,30.0
179030005,1.0,35.0
179040001,1.0,46.0
179040002,3.0,44.0
179050002,3.0,74.0
179050003,3.0,32.0
179050004,3.0,44.0
179052103,1.0,47.0
179052105,1.0,16.0
179060002,3.0,54.0
179060003,3.0,34.0
179060004,3.0,31.0
179060005,1.0,28.0
179060006,1.0,21.0
179060008,1.0,15.0
179064103,1.0,33.0
179065102,3.0,22.0
179080001,1.0,64.0
179080002,3.0,46.0
179080003,1.0,31.0
179080004,3.0,27.0
179080005,1.0,21.0
179083104,3.0,30.0
179085102,1.0,38.0
179090001,1.0,45.0
179090002,3.0,43.0
179090003,3.0,20.0
179090004,1.0,16.0
179110001,1.0,48.0
179110002,1.0,46.0
179110003,3.0,37.0
179110004,3.0,46.0
179110007,1.0,18.0
179113102,3.0,35.0
179115102,1.0,37.0
179120001,3.0,80.0
179120002,1.0,40.0
179120005,3.0,32.0
179130001,3.0,46.0
179130002,1.0,24.0
179130003,1.0,46.0
179130004,3.0,15.0
179130006,3.0,20.0
179140001,1.0,49.0
179140002,3.0,47.0
179140003,3.0,26.0
179145102,1.0,28.0
179150001,3.0,81.0
179150002,3.0,45.0
179160002,3.0,67.0
179160003,1.0,42.0
179160004,3.0,38.0
179160005,1.0,15.0
179170001,1.0,46.0
179170002,3.0,42.0
179170003,3.0,20.0
179180001,3.0,69.0
179180002,1.0,31.0
179180004,3.0,46.0
179200001,1.0,73.0
179200002,3.0,67.0
179200003,1.0,46.0
179200004,3.0,35.0
179200005,1.0,32.0
179201101,1.0,45.0
179201103,1.0,18.0
179202102,3.0,38.0
179202103,1.0,19.0
179204102,3.0,28.0
179210003,1.0,39.0
179220002,3.0,43.0
179220003,3.0,29.0
179220004,3.0,25.0
179220005,3.0,21.0
179224101,1.0,34.0
179230001,1.0,53.0
179230002,3.0,46.0
179230003,3.0,26.0
179230004,3.0,22.0
179230005,3.0,16.0
179240001,1.0,47.0
179240002,3.0,41.0
179240003,1.0,21.0
179240004,3.0,19.0
179250002,3.0,54.0
179250003,3.0,35.0
179250005,3.0,24.0
179250006,1.0,15.0
179254101,1.0,43.0
179254103,1.0,17.0
179254104,3.0,15.0
179255102,1.0,24.0
179260001,1.0,59.0
179260002,3.0,52.0
179260003,3.0,32.0
179260004,1.0,30.0
179260005,3.0,22.0
179260007,1.0,31.0
179264101,1.0,36.0
179264202,3.0,22.0
179270001,1.0,59.0
179270003,3.0,38.0
179270004,3.0,31.0
179270005,1.0,28.0
179270006,3.0,19.0
179280001,1.0,56.0
179280002,3.0,51.0
179280004,3.0,30.0
179280005,1.0,24.0
179280006,1.0,20.0
179284103,1.0,33.0
179290001,1.0,47.0
179290002,3.0,41.0
179290003,3.0,24.0
179290004,3.0,19.0
179290005,1.0,27.0
179295102,1.0,29.0
179300001,1.0,50.0
179300002,3.0,47.0
179300003,3.0,28.0
179300004,3.0,24.0
179300006,1.0,18.0
179300007,1.0,25.0
180010002,3.0,52.0
180010003,3.0,31.0
180010004,1.0,29.0
180010005,3.0,23.0
180010007,3.0,23.0
180014102,1.0,31.0
180015202,1.0,24.0
180030001,1.0,69.0
180030002,3.0,67.0
180030003,1.0,34.0
180030004,3.0,41.0
180031102,3.0,31.0
180040001,3.0,53.0
180040002,3.0,27.0
180040003,3.0,26.0
180040004,1.0,45.0
180045101,1.0,26.0
180050001,1.0,59.0
180050002,3.0,56.0
180050004,1.0,35.0
180054102,3.0,39.0
180060001,1.0,63.0
180060002,3.0,61.0
180060004,3.0,30.0
180060005,3.0,46.0
180064202,1.0,34.0
180070003,3.0,54.0
180070005,1.0,17.0
180070006,1.0,59.0
180080001,1.0,57.0
180080002,3.0,52.0
180080003,1.0,31.0
180080004,1.0,28.0
180080005,3.0,21.0
180084102,3.0,30.0
180084202,3.0,28.0
180090001,1.0,59.0
180090002,3.0,54.0
180100001,1.0,83.0
180100002,1.0,18.0
180100004,1.0,47.0
180100005,3.0,44.0
180100006,3.0,87.0
180110001,1.0,67.0
180110002,3.0,62.0
180110004,1.0,33.0
180110006,3.0,38.0
180120001,1.0,58.0
180120002,3.0,52.0
180120005,3.0,25.0
180120006,1.0,21.0
180130005,3.0,36.0
180130007,3.0,65.0
180130008,1.0,33.0
180130009,3.0,34.0
180130013,1.0,43.0
180140001,1.0,52.0
180140002,3.0,42.0
180140003,3.0,22.0
180140004,3.0,18.0
180160001,1.0,53.0
180160002,3.0,57.0
180160004,1.0,27.0
180160008,3.0,25.0
180170001,1.0,65.0
180170003,3.0,30.0
180170005,1.0,30.0
180180001,1.0,87.0
180180003,1.0,54.0
180180004,3.0,45.0
180180006,1.0,23.0
180180008,1.0,65.0
180190001,1.0,76.0
180190002,3.0,72.0
180190007,3.0,16.0
180200002,1.0,37.0
180210001,1.0,62.0
180210003,1.0,37.0
180210004,1.0,35.0
180210006,3.0,39.0
180210007,1.0,40.0
180210008,3.0,15.0
180215102,3.0,37.0
180215202,3.0,34.0
180220001,1.0,66.0
180220002,3.0,59.0
180220003,3.0,38.0
180220004,3.0,40.0
180220008,3.0,41.0
180220009,1.0,51.0
180224101,1.0,38.0
180225102,1.0,54.0
180225201,1.0,37.0
180230001,1.0,74.0
180230002,3.0,62.0
180230003,3.0,30.0
180230004,1.0,42.0
180230005,3.0,40.0
180230006,3.0,18.0
180234101,1.0,40.0
180240001,1.0,57.0
180240002,3.0,52.0
180240003,3.0,33.0
180240004,3.0,27.0
180240006,3.0,15.0
180240009,1.0,39.0
180250001,1.0,79.0
180250002,3.0,74.0
180250004,3.0,42.0
180260001,1.0,64.0
180260003,1.0,43.0
180263102,3.0,42.0
180263103,1.0,16.0
180270002,1.0,26.0
180270003,1.0,46.0
180270004,3.0,39.0
180270005,3.0,17.0
180270006,1.0,42.0
180270009,3.0,33.0
180275103,3.0,28.0
180280001,3.0,71.0
180280002,1.0,33.0
180280003,3.0,28.0
180280004,3.0,41.0
180283103,3.0,44.0
180283106,3.0,16.0
180283206,3.0,28.0
180290002,3.0,44.0
180290004,1.0,20.0
180290005,1.0,48.0
180290006,1.0,16.0
180290008,3.0,80.0
180300002,3.0,54.0
180300008,3.0,18.0
181010001,3.0,72.0
181010002,3.0,48.0
181010003,1.0,22.0
181010004,1.0,44.0
181010005,3.0,19.0
181020001,1.0,79.0
181020002,3.0,62.0
181020003,1.0,31.0
181020004,3.0,42.0
181020005,1.0,21.0
181023101,1.0,46.0
181023104,1.0,19.0
181024102,3.0,22.0
181030001,1.0,68.0
181030002,3.0,60.0
181030003,1.0,38.0
181030004,1.0,32.0
181030005,1.0,36.0
181030006,1.0,16.0
181030008,3.0,19.0
181034102,3.0,34.0
181035102,3.0,27.0
181040001,1.0,74.0
181040002,3.0,70.0
181040003,1.0,36.0
181040004,1.0,33.0
181040005,3.0,30.0
181044102,3.0,30.0
181050001,1.0,68.0
181050002,3.0,65.0
181050003,1.0,47.0
181050004,3.0,39.0
181050005,3.0,19.0
181050006,1.0,17.0
181053105,1.0,15.0
181060001,1.0,49.0
181060002,3.0,47.0
181060003,1.0,29.0
181060006,3.0,25.0
181070003,3.0,43.0
181070005,1.0,38.0
181070006,1.0,48.0
181070007,3.0,23.0
181070008,3.0,21.0
181070010,3.0,40.0
181071105,1.0,19.0
181071106,3.0,17.0
181073106,3.0,31.0
181075101,1.0,33.0
181080001,1.0,57.0
181080002,3.0,58.0
181080003,1.0,36.0
181084102,3.0,35.0
181090002,3.0,40.0
181090003,1.0,43.0
181090004,1.0,46.0
181090005,3.0,39.0
181090006,3.0,18.0
181100001,1.0,56.0
181100002,3.0,52.0
181100004,3.0,33.0
181100005,1.0,30.0
181100006,3.0,26.0
181100007,3.0,23.0
181100008,1.0,19.0
181104102,1.0,44.0
181110001,1.0,75.0
181110002,3.0,77.0
181110003,1.0,46.0
181110004,3.0,42.0
181110005,1.0,40.0
181110006,1.0,38.0
181110007,3.0,36.0
181110008,1.0,16.0
181110009,3.0,32.0
181113102,3.0,42.0
181113103,1.0,22.0
181113203,1.0,49.0
181120002,3.0,47.0
181120003,1.0,26.0
181120004,3.0,23.0
181120005,1.0,16.0
181125201,1.0,21.0
181130001,1.0,59.0
181130002,3.0,53.0
181130003,1.0,35.0
181130005,3.0,20.0
181134102,3.0,29.0
181140002,3.0,61.0
181140004,3.0,36.0
181140005,3.0,34.0
181140006,3.0,21.0
181140007,1.0,43.0
181140008,3.0,18.0
181140010,1.0,31.0
181143201,1.0,39.0
181150003,3.0,43.0
181153101,1.0,45.0
181160004,3.0,30.0
181170001,1.0,80.0
181170003,1.0,45.0
181170006,1.0,20.0
181175102,3.0,52.0
181175104,1.0,26.0
181200003,3.0,43.0
181200004,1.0,44.0
181200005,3.0,15.0
181210002,3.0,47.0
181210003,1.0,30.0
181210004,1.0,26.0
181210005,3.0,24.0
181210006,3.0,79.0
181210008,1.0,60.0
181215103,1.0,25.0
181220003,3.0,49.0
181220004,3.0,40.0
181220007,1.0,42.0
181223101,1.0,55.0
181223103,3.0,15.0
181230001,3.0,72.0
181230002,1.0,42.0
181230003,3.0,39.0
181230004,3.0,37.0
181233103,1.0,15.0
181235101,1.0,43.0
181240001,3.0,72.0
181240002,1.0,47.0
181240003,3.0,35.0
181240004,1.0,35.0
181240005,3.0,43.0
181245102,3.0,41.0
181250002,3.0,43.0
181250003,3.0,26.0
181250004,1.0,46.0
181250005,3.0,17.0
181250006,1.0,53.0
181253102,3.0,47.0
181253104,1.0,15.0
181255101,1.0,34.0
181260001,1.0,55.0
181260002,3.0,47.0
181260003,3.0,30.0
181260004,1.0,27.0
181260005,1.0,17.0
181263102,1.0,32.0
181265102,3.0,22.0
181270001,1.0,58.0
181270002,3.0,54.0
181270003,3.0,30.0
181270004,1.0,25.0
181270005,3.0,38.0
181270006,1.0,21.0
181270007,3.0,80.0
181272101,1.0,40.0
181280001,1.0,62.0
181280002,3.0,58.0
181280004,1.0,37.0
181280005,1.0,35.0
181280006,3.0,33.0
181280009,1.0,34.0
181280011,3.0,23.0
181300001,1.0,57.0
181300002,3.0,53.0
181300003,3.0,31.0
181300004,3.0,27.0
181300005,3.0,85.0
181304101,1.0,34.0
181305103,1.0,29.0
182010002,3.0,52.0
182010003,3.0,33.0
182010005,1.0,54.0
182010007,1.0,38.0
182020001,1.0,49.0
182020004,3.0,44.0
182020005,1.0,39.0
182020006,1.0,33.0
182020009,1.0,19.0
182020010,1.0,44.0
182021102,3.0,44.0
182021103,3.0,17.0
182021203,3.0,28.0
182025102,3.0,31.0
182030002,3.0,57.0
182030003,3.0,42.0
182030004,3.0,37.0
182030006,1.0,21.0
182030007,3.0,15.0
182033104,1.0,47.0
182040003,3.0,53.0
182040004,3.0,32.0
182040005,1.0,35.0
182050003,3.0,47.0
182050004,1.0,44.0
182050005,3.0,20.0
182060001,1.0,59.0
182060002,3.0,52.0
182060003,3.0,29.0
182060004,3.0,19.0
182060005,1.0,20.0
182060007,1.0,33.0
182070003,3.0,57.0
182070004,1.0,45.0
182070005,3.0,33.0
182080005,3.0,42.0
182080007,3.0,15.0
182090002,1.0,48.0
182090005,3.0,34.0
182090007,1.0,33.0
182091102,3.0,43.0
182091103,1.0,19.0
182120001,1.0,67.0
182120002,3.0,59.0
182120003,3.0,31.0
182120004,3.0,26.0
182120005,3.0,21.0
182120006,1.0,30.0
182124101,1.0,38.0
182125101,1.0,32.0
182130002,3.0,59.0
182130003,3.0,42.0
182130004,1.0,39.0
182130005,3.0,34.0
182130006,1.0,31.0
182130007,3.0,24.0
182130008,3.0,21.0
182130009,1.0,45.0
182130010,1.0,20.0
182130011,3.0,18.0
182130012,3.0,15.0
182130013,1.0,24.0
182134102,3.0,34.0
182134201,1.0,39.0
182135102,3.0,28.0
182140002,3.0,71.0
182140003,1.0,38.0
182140008,3.0,34.0
182143102,3.0,61.0
182150003,3.0,32.0
182150009,3.0,49.0
182170001,1.0,82.0
182170003,1.0,55.0
182170004,1.0,34.0
182170005,3.0,32.0
182170007,1.0,26.0
182170008,3.0,47.0
182174104,3.0,29.0
182180001,1.0,55.0
182180003,1.0,24.0
182180004,3.0,21.0
182180005,1.0,48.0
182180006,1.0,44.0
182180008,3.0,19.0
182180009,3.0,17.0
182180010,3.0,39.0
182180011,1.0,16.0
182190001,1.0,59.0
182190002,3.0,53.0
182190003,1.0,36.0
182190004,3.0,27.0
182190005,3.0,25.0
182190006,3.0,20.0
182195104,3.0,28.0
182200001,1.0,76.0
182200004,3.0,47.0
182200006,3.0,30.0
182200007,3.0,25.0
182200008,3.0,21.0
182200010,3.0,44.0
182200011,3.0,63.0
182200014,1.0,38.0
182201106,1.0,19.0
182205101,1.0,38.0
183010001,1.0,72.0
183010004,3.0,43.0
183010006,1.0,33.0
183010009,3.0,23.0
183010011,3.0,18.0
183014101,1.0,42.0
183015101,1.0,32.0
183020002,3.0,39.0
183020003,3.0,37.0
183020004,3.0,32.0
183020007,1.0,41.0
183021102,1.0,42.0
183021103,3.0,19.0
183030001,1.0,56.0
183030002,3.0,52.0
183030003,3.0,33.0
183030004,3.0,32.0
183030006,1.0,19.0
183040001,1.0,79.0
183040005,3.0,36.0
183040006,1.0,34.0
183043104,1.0,40.0
183045102,3.0,36.0
183050003,3.0,49.0
183050006,1.0,52.0
183050008,3.0,23.0
183060002,3.0,51.0
183060003,1.0,33.0
183060004,3.0,29.0
183060006,1.0,32.0
183070001,3.0,49.0
183070002,3.0,29.0
183070003,1.0,25.0
183070005,1.0,47.0
183074102,1.0,28.0
183080002,3.0,69.0
183080003,3.0,47.0
183080004,3.0,44.0
183080005,1.0,38.0
183080006,3.0,33.0
183080007,1.0,31.0
183080009,3.0,26.0
183080011,1.0,19.0
183080012,3.0,27.0
183083102,3.0,43.0
183083103,1.0,16.0
183083202,1.0,43.0
183084101,1.0,51.0
183084107,1.0,22.0
183090001,1.0,61.0
183090002,3.0,51.0
183090003,3.0,30.0
183090004,3.0,27.0
183090005,3.0,23.0
183090008,1.0,25.0
183100001,1.0,78.0
183100003,1.0,36.0
183100004,3.0,31.0
183100006,3.0,21.0
183100009,1.0,35.0
183104202,3.0,38.0
183110001,1.0,75.0
183110002,3.0,67.0
183110003,1.0,45.0
183110004,1.0,40.0
183110005,3.0,37.0
183110006,3.0,35.0
183110007,3.0,32.0
183111102,3.0,38.0
183112104,1.0,34.0
183114102,3.0,32.0
183114201,1.0,35.0
183115101,1.0,33.0
183120002,3.0,35.0
183120003,1.0,47.0
183130006,3.0,34.0
183130007,3.0,32.0
183130009,1.0,49.0
183130010,1.0,47.0
183130011,3.0,15.0
183133202,3.0,38.0
183133203,3.0,20.0
183133204,1.0,15.0
183135101,1.0,27.0
183140001,1.0,59.0
183140002,3.0,55.0
183140003,3.0,38.0
183140004,3.0,33.0
183140008,3.0,15.0
183140011,1.0,40.0
183144101,1.0,51.0
183150001,1.0,74.0
183150002,3.0,72.0
183150003,1.0,40.0
183150005,1.0,36.0
183150006,3.0,29.0
183153102,3.0,38.0
183153103,3.0,17.0
183160002,3.0,64.0
183160004,1.0,34.0
183160005,1.0,31.0
183164102,3.0,33.0
183170001,1.0,48.0
183170002,3.0,46.0
183170004,3.0,27.0
183170005,1.0,82.0
183170009,3.0,31.0
183170014,1.0,15.0
183170016,1.0,33.0
183172108,3.0,37.0
183173105,1.0,34.0
183180001,1.0,54.0
183180002,3.0,49.0
183180003,1.0,32.0
183180004,3.0,24.0
183180005,3.0,22.0
183185102,3.0,27.0
183185201,1.0,28.0
183190001,1.0,54.0
183190002,3.0,46.0
183190003,3.0,27.0
183190004,3.0,23.0
183194102,1.0,35.0
183200001,1.0,47.0
183200002,3.0,40.0
184010001,1.0,51.0
184010002,3.0,47.0
184010003,1.0,27.0
184010004,3.0,25.0
184010005,3.0,16.0
184020001,3.0,69.0
184020002,3.0,33.0
184020003,3.0,30.0
184020004,1.0,25.0
184020005,3.0,33.0
184020006,3.0,39.0
184020008,1.0,59.0
184024102,1.0,42.0
184025105,1.0,37.0
184040001,3.0,41.0
184041105,1.0,18.0
184050001,1.0,74.0
184050002,3.0,71.0
184050003,3.0,31.0
184060001,3.0,73.0
184060002,1.0,45.0
184060003,3.0,34.0
184060004,1.0,32.0
184060005,3.0,15.0
184063102,3.0,34.0
184070001,3.0,56.0
184070002,1.0,38.0
184070003,1.0,33.0
184070006,1.0,60.0
184070008,1.0,15.0
184072103,3.0,33.0
184074201,1.0,50.0
184074202,3.0,47.0
184075102,3.0,36.0
184080003,3.0,48.0
184080004,3.0,38.0
184090002,3.0,46.0
184090003,3.0,36.0
184090005,3.0,28.0
184090006,1.0,26.0
184090007,1.0,18.0
184090008,3.0,20.0
184090011,1.0,27.0
184092101,1.0,38.0
184094101,1.0,36.0
184100001,1.0,61.0
184100002,3.0,58.0
184100003,3.0,31.0
184100005,3.0,26.0
184100006,3.0,40.0
184100007,1.0,17.0
184100010,1.0,36.0
184105203,1.0,30.0
184110001,3.0,52.0
184110002,1.0,35.0
184110003,3.0,29.0
184114102,3.0,33.0
184120001,1.0,62.0
184120002,3.0,52.0
184120003,1.0,31.0
184120004,1.0,28.0
184120005,3.0,26.0
184120006,1.0,23.0
184124202,1.0,34.0
184125102,3.0,22.0
184130001,3.0,71.0
184130002,1.0,49.0
184130003,3.0,43.0
184130004,3.0,18.0
184130005,1.0,46.0
184140001,1.0,55.0
184140002,3.0,51.0
184140003,1.0,30.0
184140004,3.0,25.0
184140005,3.0,67.0
184140006,3.0,38.0
184143102,3.0,39.0
184143203,1.0,47.0
184145102,3.0,31.0
184150001,3.0,67.0
184150003,3.0,35.0
184150004,3.0,30.0
184150005,1.0,68.0
184151102,1.0,36.0
184153104,1.0,36.0
184160001,3.0,67.0
184160003,1.0,34.0
184161107,3.0,24.0
184170002,3.0,79.0
184180002,3.0,66.0
184180003,1.0,35.0
184180004,3.0,45.0
184180007,3.0,23.0
184180008,1.0,18.0
184180009,1.0,56.0
184180010,1.0,27.0
184181105,3.0,30.0
184190001,1.0,76.0
184190002,3.0,66.0
184190003,1.0,39.0
184190005,1.0,33.0
184194102,3.0,38.0
184195102,3.0,27.0
184200001,1.0,62.0
184200002,3.0,57.0
184203102,3.0,49.0
184203103,1.0,18.0
184203104,1.0,17.0
184203105,1.0,25.0
184205102,3.0,59.0
184210002,3.0,65.0
184210004,1.0,31.0
184210005,1.0,19.0
184210006,3.0,39.0
184211117,3.0,31.0
184230002,3.0,66.0
184230003,1.0,43.0
184230004,3.0,29.0
184230009,1.0,34.0
184233102,3.0,37.0
184233103,3.0,19.0
184240002,3.0,48.0
184240003,1.0,54.0
184240004,3.0,34.0
184240006,1.0,21.0
184242104,3.0,15.0
184242206,1.0,36.0
184250003,1.0,44.0
184250004,1.0,42.0
184250005,3.0,39.0
184253102,3.0,62.0
184253304,3.0,38.0
184253305,3.0,17.0
184260002,1.0,31.0
184260004,3.0,49.0
184264103,3.0,26.0
184270001,1.0,54.0
184270003,3.0,24.0
184270006,1.0,47.0
184270007,3.0,47.0
184270008,1.0,24.0
184271103,3.0,48.0
184271107,3.0,17.0
184271108,1.0,15.0
184275101,1.0,29.0
184290001,3.0,73.0
184290002,1.0,35.0
184294104,3.0,35.0
184300002,3.0,67.0
184300003,3.0,46.0
184300004,1.0,41.0
184300005,1.0,30.0
184300006,3.0,25.0
184300007,1.0,52.0
184300008,3.0,24.0
184300009,3.0,19.0
184304102,3.0,34.0
184305102,3.0,22.0
184305201,1.0,29.0
185010001,1.0,60.0
185010002,3.0,55.0
185010003,3.0,28.0
185020001,3.0,58.0
185020002,1.0,74.0
185020003,3.0,34.0
185020005,3.0,44.0
185020006,3.0,21.0
185020007,3.0,47.0
185020009,3.0,84.0
185020011,1.0,15.0
185021106,1.0,36.0
185024104,1.0,58.0
185025101,1.0,27.0
185030003,1.0,43.0
185030004,3.0,38.0
185030006,3.0,18.0
185033102,3.0,39.0
185040002,3.0,79.0
185040003,3.0,46.0
185040004,1.0,43.0
185040005,1.0,37.0
185040007,1.0,33.0
185040008,3.0,56.0
185044102,3.0,35.0
185045101,1.0,57.0
185045103,3.0,53.0
185045104,3.0,17.0
185050001,1.0,55.0
185050002,3.0,49.0
185050003,3.0,30.0
185050004,3.0,24.0
185050005,3.0,18.0
185050008,1.0,25.0
185060001,3.0,74.0
185060002,3.0,32.0
185060003,3.0,18.0
185060004,3.0,42.0
185060005,1.0,45.0
185060007,3.0,40.0
185060008,3.0,16.0
185070003,1.0,43.0
185070005,1.0,19.0
185073102,3.0,35.0
185080004,3.0,47.0
185080007,3.0,19.0
185080008,1.0,17.0
185080009,3.0,15.0
185085101,1.0,20.0
185090001,1.0,56.0
185090002,3.0,53.0
185090003,1.0,36.0
185090006,3.0,35.0
185100001,1.0,53.0
185100002,3.0,47.0
185100003,1.0,30.0
185100005,1.0,19.0
185100014,3.0,16.0
185105102,3.0,25.0
185110002,3.0,54.0
185110003,3.0,31.0
185110007,1.0,16.0
185110008,1.0,61.0
185115101,1.0,35.0
185120002,3.0,45.0
185120003,3.0,42.0
185130002,3.0,42.0
185130003,3.0,23.0
185130004,3.0,15.0
185130005,1.0,37.0
185140001,1.0,75.0
185140002,3.0,74.0
185140003,3.0,50.0
185140004,1.0,55.0
185140008,1.0,42.0
185140009,3.0,39.0
185140010,1.0,18.0
185150002,3.0,65.0
185150004,3.0,36.0
185150007,1.0,16.0
185150008,1.0,39.0
185160001,1.0,64.0
185160002,3.0,49.0
185160003,3.0,32.0
185160004,1.0,23.0
185163103,1.0,34.0
185170001,1.0,69.0
185170002,3.0,60.0
185170003,1.0,31.0
185170004,1.0,21.0
185170005,1.0,17.0
185180002,3.0,46.0
185180003,1.0,50.0
185180004,1.0,29.0
185180005,3.0,23.0
185180008,3.0,26.0
185190002,3.0,62.0
185190003,1.0,40.0
185190004,1.0,36.0
185190005,1.0,31.0
185194102,3.0,27.0
185194202,3.0,30.0
185195102,3.0,33.0
185195103,1.0,16.0
185200001,1.0,58.0
185200002,3.0,49.0
185200003,3.0,32.0
185200005,3.0,21.0
186010001,3.0,62.0
186010002,1.0,44.0
186010003,3.0,34.0
186010005,1.0,66.0
186014102,3.0,33.0
186020002,3.0,59.0
186020003,1.0,32.0
186020004,3.0,86.0
186020007,3.0,38.0
186020008,1.0,42.0
186020009,1.0,15.0
186022105,3.0,17.0
186022108,1.0,21.0
186024102,3.0,27.0
186030002,3.0,58.0
186030003,1.0,32.0
186030004,1.0,30.0
186030005,1.0,28.0
186030006,1.0,25.0
186030007,3.0,51.0
186030008,3.0,20.0
186034202,3.0,30.0
186040004,3.0,82.0
186040005,3.0,44.0
186040009,1.0,51.0
186050002,3.0,71.0
186050004,3.0,33.0
186050007,3.0,52.0
186050008,1.0,57.0
186060003,3.0,44.0
186060004,1.0,48.0
186060005,3.0,23.0
186060006,1.0,16.0
186063102,3.0,68.0
186080002,1.0,47.0
186080003,3.0,37.0
186080004,3.0,47.0
186080005,3.0,28.0
186080006,3.0,17.0
186080007,1.0,84.0
186080008,3.0,51.0
186080009,3.0,27.0
186080012,1.0,39.0
186081104,1.0,20.0
186090001,1.0,70.0
186090002,3.0,62.0
186090003,1.0,34.0
186090005,3.0,31.0
186100002,3.0,81.0
186100003,3.0,50.0
186100005,3.0,29.0
186100006,3.0,29.0
186100007,1.0,15.0
186100009,1.0,37.0
186104101,1.0,39.0
186110002,3.0,35.0
186110004,3.0,38.0
186110005,1.0,50.0
186110006,3.0,45.0
186110008,3.0,18.0
186110009,3.0,18.0
186110010,3.0,35.0
186110011,1.0,16.0
186110012,1.0,15.0
186110014,1.0,40.0
186111101,1.0,42.0
186111103,1.0,15.0
186120003,3.0,43.0
186120005,3.0,18.0
186130002,3.0,80.0
186130003,1.0,66.0
186130004,3.0,57.0
186140002,3.0,52.0
186140004,1.0,32.0
186140005,3.0,23.0
186145102,3.0,28.0
186150001,1.0,94.0
186150003,3.0,45.0
186150004,1.0,23.0
186150005,3.0,16.0
186160001,1.0,66.0
186160002,3.0,62.0
186160003,3.0,35.0
186160004,1.0,37.0
186160005,3.0,34.0
186160006,1.0,18.0
186160009,1.0,41.0
186170004,1.0,30.0
186170009,3.0,29.0
186180001,3.0,53.0
186180002,3.0,33.0
186180003,1.0,30.0
186180004,1.0,37.0
186180005,1.0,60.0
186180006,3.0,17.0
186184202,3.0,30.0
186185101,1.0,21.0
186190001,1.0,84.0
186190006,1.0,17.0
186200001,1.0,68.0
186200003,1.0,34.0
186200004,3.0,25.0
186200005,3.0,41.0
186200006,3.0,17.0
186204102,3.0,55.0
186205201,1.0,22.0
186210001,3.0,49.0
186210002,1.0,22.0
186210004,1.0,18.0
186210005,3.0,74.0
186210006,1.0,49.0
186210007,3.0,15.0
186213102,3.0,42.0
186213104,1.0,16.0
186220001,3.0,55.0
186220003,3.0,36.0
186220004,3.0,34.0
186220006,1.0,61.0
186220007,1.0,45.0
186220008,1.0,15.0
186222101,1.0,41.0
186230001,3.0,49.0
186230002,3.0,26.0
186240002,3.0,64.0
186240003,1.0,44.0
186240004,3.0,41.0
186240007,1.0,38.0
186240008,3.0,17.0
186240009,3.0,16.0
186243102,3.0,38.0
186244102,3.0,33.0
186250001,1.0,75.0
186250004,3.0,57.0
186260001,3.0,42.0
186260002,1.0,25.0
186260004,1.0,75.0
186260005,3.0,40.0
186260006,1.0,21.0
186260008,3.0,17.0
186260009,3.0,16.0
186260010,3.0,64.0
186263101,1.0,41.0
186265102,3.0,30.0
186270001,1.0,72.0
186270002,3.0,53.0
186270003,3.0,34.0
186270004,3.0,30.0
186270005,1.0,37.0
186280001,3.0,55.0
186280002,1.0,23.0
186280003,3.0,22.0
186280004,1.0,61.0
186280005,3.0,15.0
186284107,1.0,28.0
186290002,3.0,75.0
186290003,3.0,45.0
186290005,1.0,17.0
186300002,3.0,61.0
186300004,1.0,38.0
186300005,3.0,25.0
186304102,1.0,27.0
186305102,3.0,22.0
187010002,3.0,69.0
187030003,3.0,54.0
187030005,3.0,34.0
187030006,1.0,39.0
187040001,1.0,70.0
187040002,3.0,63.0
187040004,3.0,44.0
187040005,3.0,42.0
187040006,3.0,39.0
